Ticket_ID,Name,Gender,City_From,City_To,Price
52-9671426,Lewson,F,Voronezh,Voronezh,$10.51
01-2163472,Canto,M,Voronezh,Stavropol,$5.42
94-2802773,Hugo,F,Moscow,Moscow,$14.05
53-4903722,De Winton,M,Rostov-on-Don,Rostov-on-Don,$11.82
26-8261759,Emmines,F,Stavropol,Stavropol,$11.45
43-6133339,FitzGibbon,M,Stavropol,Stavropol,$11.00
06-3241716,Mundee,M,Moscow,Stavropol,$7.47
60-3590894,Milland,M,Voronezh,Rostov-on-Don,$11.48
42-9795071,Cheyenne,F,Rostov-on-Don,Voronezh,$12.31
79-7940562,MacWhan,M,Stavropol,Rostov-on-Don,$5.87
24-8377442,Sayce,M,Stavropol,Stavropol,$5.73
52-0070161,Luparto,M,Moscow,Moscow,$7.90
53-0586087,Riseborough,F,Rostov-on-Don,Stavropol,$10.39
95-9895976,Klulik,F,Rostov-on-Don,Rostov-on-Don,$8.99
03-8094840,Gadsden,F,Voronezh,Voronezh,$12.72
32-3054637,Brazil,M,Moscow,Stavropol,$14.47
01-5532718,Casarili,M,Rostov-on-Don,Moscow,$12.42
03-8448149,Jevons,M,Stavropol,Voronezh,$8.77
53-0229126,McGirr,M,Rostov-on-Don,Rostov-on-Don,$6.56
07-5397511,MacEvilly,M,Rostov-on-Don,Voronezh,$9.76
00-6430064,Potten,F,Moscow,Voronezh,$12.61
73-3577376,Balmforth,F,Moscow,Stavropol,$10.03
54-8479023,Coxen,F,Voronezh,Moscow,$10.18
24-4912017,Dutnell,F,Stavropol,Stavropol,$6.84
38-9365099,Atlay,M,Rostov-on-Don,Stavropol,$5.85
41-2218490,Epgrave,M,Rostov-on-Don,Rostov-on-Don,$5.87
81-2636149,Wilse,F,Stavropol,Voronezh,$7.03
03-7414158,Blasl,F,Rostov-on-Don,Rostov-on-Don,$7.42
48-9842502,Spreull,F,Moscow,Voronezh,$9.16
32-5062889,Crowdson,M,Voronezh,Stavropol,$8.46
99-1169079,Sieur,F,Rostov-on-Don,Moscow,$10.09
23-1134186,Hymans,F,Moscow,Voronezh,$13.08
02-0156780,Orteaux,M,Stavropol,Rostov-on-Don,$8.66
07-4667042,Clifford,F,Moscow,Voronezh,$13.88
02-3650660,Stert,M,Moscow,Moscow,$10.66
03-7366126,McEntagart,M,Voronezh,Moscow,$14.04
43-5601310,Sink,M,Stavropol,Voronezh,$9.47
74-2751676,Hagwood,F,Moscow,Moscow,$5.93
04-6796589,Byrch,M,Voronezh,Voronezh,$11.32
35-5647544,Mars,F,Voronezh,Voronezh,$6.84
16-8947925,Clowney,M,Moscow,Moscow,$7.33
41-1904799,Kubala,F,Voronezh,Voronezh,$8.45
50-1044726,Reding,F,Rostov-on-Don,Voronezh,$6.84
89-4811787,Ventam,F,Moscow,Voronezh,$12.11
04-6328414,Whinray,M,Rostov-on-Don,Stavropol,$10.72
87-0905677,Larive,M,Voronezh,Voronezh,$5.65
90-0099317,Gratrex,M,Stavropol,Stavropol,$11.30
60-7536427,Barrick,M,Moscow,Moscow,$12.54
39-5931615,Bengoechea,F,Voronezh,Moscow,$5.31
30-1277035,Crallan,M,Stavropol,Voronezh,$14.85
86-3255730,Addie,F,Stavropol,Moscow,$14.94
58-8087412,Grene,M,Rostov-on-Don,Stavropol,$6.62
10-1650257,Staddart,F,Stavropol,Voronezh,$5.88
32-0076366,Bedin,F,Rostov-on-Don,Stavropol,$9.01
07-4770666,Hrycek,F,Moscow,Voronezh,$14.30
77-0635053,Vasyaev,M,Moscow,Moscow,$10.82
16-7789530,Cupitt,F,Rostov-on-Don,Voronezh,$5.21
33-4355225,Woolerton,M,Stavropol,Rostov-on-Don,$10.17
11-3458600,Figures,M,Rostov-on-Don,Moscow,$7.41
30-2566264,Tunkin,M,Moscow,Stavropol,$10.05
37-9036170,Gilding,M,Voronezh,Voronezh,$12.62
25-6747024,Pogson,M,Moscow,Rostov-on-Don,$13.73
38-9540802,Gerry,F,Moscow,Voronezh,$14.38
36-5813489,Norfolk,F,Moscow,Moscow,$6.35
99-6520930,Pinxton,M,Stavropol,Moscow,$13.84
66-1856747,Kennelly,M,Stavropol,Rostov-on-Don,$12.37
88-5978459,Benzing,M,Rostov-on-Don,Moscow,$13.74
18-2874684,Ainscow,F,Moscow,Moscow,$8.32
74-0178746,Beak,M,Rostov-on-Don,Moscow,$12.94
92-6380384,Broinlich,M,Voronezh,Stavropol,$11.60
85-7538842,Biernat,M,Stavropol,Stavropol,$5.76
57-5093203,Adds,F,Rostov-on-Don,Voronezh,$6.13
82-2748950,Leaning,M,Voronezh,Rostov-on-Don,$14.92
69-7855862,Paley,M,Moscow,Rostov-on-Don,$8.64
60-4900096,Aggas,M,Moscow,Rostov-on-Don,$7.08
80-2845862,Warburton,F,Voronezh,Voronezh,$12.42
27-7651323,McRitchie,F,Voronezh,Voronezh,$6.60
68-1995375,Davenell,F,Stavropol,Stavropol,$9.83
91-2389916,Woolen,F,Rostov-on-Don,Stavropol,$9.25
96-7599215,Udall,F,Rostov-on-Don,Rostov-on-Don,$10.28
79-0453025,Klimashevich,F,Voronezh,Stavropol,$12.32
37-7586690,Surman-Wells,M,Moscow,Rostov-on-Don,$11.09
90-8948710,Fawdrey,M,Rostov-on-Don,Moscow,$6.12
97-9897108,Gerrit,F,Moscow,Stavropol,$14.75
06-8998494,Andrag,F,Voronezh,Moscow,$7.36
24-7767534,Shelp,F,Moscow,Moscow,$7.48
06-3324980,Tettley,M,Stavropol,Stavropol,$6.76
20-3537913,Di Bartolommeo,F,Voronezh,Rostov-on-Don,$9.08
06-8490295,Osipov,M,Voronezh,Moscow,$14.93
26-4899523,Trippett,F,Moscow,Rostov-on-Don,$13.50
88-7913930,Roughan,M,Voronezh,Rostov-on-Don,$12.43
30-5376668,Jewitt,F,Rostov-on-Don,Voronezh,$11.66
02-0759220,Gaddesby,M,Stavropol,Rostov-on-Don,$13.47
42-6879511,Gummary,F,Stavropol,Moscow,$5.69
01-4595646,Coudray,M,Stavropol,Voronezh,$10.73
30-3310505,Brahm,F,Stavropol,Voronezh,$12.59
80-9235016,Hawkin,F,Rostov-on-Don,Voronezh,$7.37
57-3297501,Gaytor,M,Moscow,Moscow,$9.65
70-7230175,Tarney,F,Voronezh,Voronezh,$6.73
18-4675132,Fruchter,F,Voronezh,Voronezh,$8.89
99-4530167,Gellibrand,M,Moscow,Voronezh,$6.62
46-4928376,Paye,M,Stavropol,Stavropol,$5.80
92-5694273,Kilner,M,Voronezh,Rostov-on-Don,$6.59
56-5026841,Plumridge,F,Rostov-on-Don,Stavropol,$8.87
48-8037688,Wilder,M,Stavropol,Rostov-on-Don,$7.35
26-5119441,Batchelder,F,Voronezh,Moscow,$8.42
10-1474267,Rushbrooke,F,Rostov-on-Don,Moscow,$9.63
58-0854686,Haquin,F,Rostov-on-Don,Moscow,$10.32
08-3904815,Ginie,F,Voronezh,Stavropol,$6.19
60-1662970,Bimrose,F,Stavropol,Stavropol,$7.21
73-4058914,Nancekivell,F,Voronezh,Rostov-on-Don,$13.41
96-4589951,Chedzoy,F,Rostov-on-Don,Rostov-on-Don,$9.38
86-5262686,Stuttard,M,Stavropol,Voronezh,$12.60
21-6778348,Ochterlony,F,Moscow,Stavropol,$11.90
47-7849882,Twigge,F,Rostov-on-Don,Moscow,$12.78
52-6556162,Alenichicov,F,Moscow,Stavropol,$11.29
51-2040140,Claessens,M,Voronezh,Rostov-on-Don,$9.43
39-9377981,Zipsell,F,Voronezh,Rostov-on-Don,$14.18
38-4323787,Toffoloni,F,Voronezh,Moscow,$5.24
20-8572502,Kencott,F,Stavropol,Moscow,$11.07
14-8303048,Delahunty,F,Moscow,Moscow,$7.34
95-7300302,Aubry,M,Stavropol,Rostov-on-Don,$12.28
92-2761799,Goggan,F,Voronezh,Voronezh,$9.36
62-8826243,Blowers,M,Voronezh,Rostov-on-Don,$14.47
53-1650451,Peidro,F,Moscow,Stavropol,$8.63
62-0470909,Hane,F,Stavropol,Moscow,$5.83
95-2189900,Daulby,M,Stavropol,Rostov-on-Don,$10.33
59-3530722,McTrusty,M,Rostov-on-Don,Voronezh,$8.99
88-1054198,Mocquer,M,Moscow,Stavropol,$5.21
46-0077027,Mottram,M,Moscow,Voronezh,$5.45
04-0810622,Edmands,F,Rostov-on-Don,Rostov-on-Don,$12.44
76-5297722,Strike,M,Stavropol,Moscow,$14.66
11-9790878,Matten,M,Rostov-on-Don,Stavropol,$14.47
55-6453686,Crigin,M,Rostov-on-Don,Stavropol,$13.23
88-8964776,Boick,F,Rostov-on-Don,Stavropol,$9.00
97-3960703,Bertin,F,Stavropol,Stavropol,$5.98
43-0375081,Mansour,F,Moscow,Voronezh,$6.18
90-3411484,Boich,F,Moscow,Rostov-on-Don,$10.67
92-2879625,Kingscott,F,Voronezh,Voronezh,$13.94
64-7552960,Pfleger,M,Rostov-on-Don,Rostov-on-Don,$13.77
35-6953152,Jerrome,M,Voronezh,Moscow,$8.00
07-6826012,Turvey,F,Voronezh,Rostov-on-Don,$11.61
00-5037232,Fisbey,F,Voronezh,Stavropol,$13.09
89-0745119,Lomas,M,Voronezh,Voronezh,$12.48
36-0607985,Scane,F,Moscow,Voronezh,$14.10
14-2853735,O'Lenechan,F,Rostov-on-Don,Voronezh,$13.76
56-8959981,Smitherman,M,Rostov-on-Don,Voronezh,$13.64
79-2608001,Roblett,F,Stavropol,Moscow,$14.46
99-9940232,Abriani,F,Rostov-on-Don,Moscow,$8.91
02-5955824,Vernalls,F,Voronezh,Stavropol,$6.71
04-4781098,Jansson,M,Voronezh,Voronezh,$7.52
73-0347728,Ortas,M,Moscow,Moscow,$14.75
70-4562831,Castellini,M,Stavropol,Stavropol,$8.04
30-5196157,Cobelli,F,Voronezh,Voronezh,$13.20
23-8597202,Fassman,M,Stavropol,Voronezh,$5.15
37-0530991,Langrick,M,Voronezh,Rostov-on-Don,$13.80
94-5219605,Alldritt,M,Stavropol,Moscow,$10.37
08-5615790,Sybe,M,Moscow,Voronezh,$6.60
09-0079055,Grayham,F,Rostov-on-Don,Moscow,$12.70
00-5304436,Yetts,F,Rostov-on-Don,Moscow,$9.93
26-8671598,O'Devey,M,Voronezh,Moscow,$5.14
07-5511037,De Mitri,F,Rostov-on-Don,Moscow,$7.56
80-3634478,Sewley,F,Voronezh,Moscow,$13.71
60-1064224,Molan,M,Rostov-on-Don,Rostov-on-Don,$14.12
59-9891234,Cornelisse,M,Stavropol,Moscow,$10.91
05-0929181,Pascow,M,Rostov-on-Don,Moscow,$8.01
27-8519259,O'Fairy,M,Moscow,Voronezh,$7.16
15-9409023,Glassup,F,Voronezh,Stavropol,$5.20
15-5184883,Hackelton,F,Voronezh,Stavropol,$11.05
57-9349698,Gemson,F,Stavropol,Rostov-on-Don,$11.88
24-5394357,Albarez,M,Moscow,Rostov-on-Don,$8.51
85-8980450,Summerlie,F,Moscow,Voronezh,$12.05
17-5393417,Geratt,M,Voronezh,Rostov-on-Don,$7.85
98-1229531,Stubbes,M,Rostov-on-Don,Stavropol,$13.76
85-2157913,Ruoss,M,Moscow,Rostov-on-Don,$9.46
56-4347716,Dukelow,M,Voronezh,Stavropol,$7.78
82-8367371,Howick,F,Moscow,Rostov-on-Don,$13.34
94-4190051,Debling,F,Voronezh,Rostov-on-Don,$13.82
06-7851335,Pincked,F,Voronezh,Voronezh,$7.27
77-0179799,Carslake,F,Stavropol,Rostov-on-Don,$6.12
50-6833631,Caston,M,Stavropol,Stavropol,$7.17
69-9009487,Coleyshaw,F,Voronezh,Voronezh,$9.11
29-7212998,Jeanesson,F,Voronezh,Moscow,$9.54
80-8442281,Filkin,M,Stavropol,Stavropol,$14.86
32-4447770,Pardy,M,Voronezh,Moscow,$6.44
60-5798337,Siggs,M,Stavropol,Voronezh,$12.74
35-8041005,Trebbett,M,Stavropol,Stavropol,$12.54
85-1856779,Garrals,F,Stavropol,Stavropol,$6.91
74-5377643,Seed,M,Rostov-on-Don,Voronezh,$12.64
61-7260380,MacNockater,M,Voronezh,Stavropol,$5.01
29-0841155,Morin,F,Moscow,Voronezh,$8.24
55-6647775,Lavers,M,Rostov-on-Don,Rostov-on-Don,$14.57
01-7503032,Kissell,F,Stavropol,Voronezh,$5.66
87-9962657,Linkin,F,Voronezh,Stavropol,$10.41
01-4426284,Coucha,F,Voronezh,Voronezh,$10.66
87-8188451,Sidgwick,M,Rostov-on-Don,Voronezh,$14.26
65-5344038,Andryszczak,F,Moscow,Rostov-on-Don,$14.86
77-5765474,McIndoe,F,Rostov-on-Don,Stavropol,$9.75
95-1163876,Pentecust,F,Stavropol,Rostov-on-Don,$13.62
93-1962550,Line,M,Voronezh,Rostov-on-Don,$10.90
14-2279557,Kubu,F,Voronezh,Stavropol,$12.94
00-0379349,Eddington,M,Moscow,Stavropol,$9.47
84-1116348,Dublin,M,Stavropol,Stavropol,$5.03
48-1566429,Cathrall,F,Voronezh,Voronezh,$8.55
89-5215028,Santore,M,Voronezh,Stavropol,$11.82
09-6371629,Archbold,F,Rostov-on-Don,Rostov-on-Don,$9.37
15-5292549,Sampey,F,Rostov-on-Don,Stavropol,$9.42
02-6692287,Giorgetti,F,Rostov-on-Don,Voronezh,$9.34
55-8484064,Stanmer,F,Rostov-on-Don,Stavropol,$12.50
55-8425728,Pardal,M,Voronezh,Moscow,$7.32
02-1274027,Durek,M,Voronezh,Voronezh,$9.68
20-1034074,Ortiger,M,Rostov-on-Don,Moscow,$5.09
69-3175767,Walicki,M,Voronezh,Voronezh,$7.96
68-5938781,Skelton,F,Stavropol,Stavropol,$12.08
82-9302032,Jordanson,F,Voronezh,Rostov-on-Don,$13.76
01-7821222,Hopfer,M,Voronezh,Moscow,$13.91
05-2645730,McLenahan,F,Stavropol,Rostov-on-Don,$13.29
60-2443089,Babalola,F,Stavropol,Moscow,$11.94
74-2201091,Axe,M,Rostov-on-Don,Rostov-on-Don,$10.58
79-4662069,McCromley,F,Voronezh,Moscow,$6.72
22-2695072,Phettiplace,M,Stavropol,Voronezh,$5.29
86-5117197,Porritt,F,Voronezh,Moscow,$10.65
04-3446758,Sandbrook,F,Stavropol,Voronezh,$9.91
65-7116562,Castel,M,Voronezh,Stavropol,$8.20
52-1147792,Demeza,M,Rostov-on-Don,Moscow,$10.21
30-8077687,Gaskarth,F,Stavropol,Moscow,$9.58
08-6036295,Alty,M,Moscow,Stavropol,$10.13
76-4721354,Rappa,M,Rostov-on-Don,Voronezh,$13.33
48-6305615,Barsham,F,Rostov-on-Don,Rostov-on-Don,$10.30
29-2867799,Crookston,F,Voronezh,Voronezh,$7.47
05-6597797,Imorts,F,Voronezh,Moscow,$12.21
50-8032009,Beardsell,F,Moscow,Moscow,$5.61
51-4344620,Bowshire,M,Moscow,Moscow,$9.98
68-5555219,Ellard,F,Rostov-on-Don,Stavropol,$12.12
49-5440457,McGowing,F,Moscow,Voronezh,$7.94
39-3609237,Klimkiewich,F,Stavropol,Stavropol,$7.74
61-2091606,Hedde,M,Rostov-on-Don,Moscow,$6.15
56-0073474,MacLardie,M,Rostov-on-Don,Stavropol,$6.74
07-2079701,Klimas,M,Rostov-on-Don,Stavropol,$12.56
00-7119701,Goldsberry,M,Moscow,Stavropol,$5.76
66-9418686,Forre,M,Moscow,Moscow,$13.92
57-3259635,Dominetti,M,Voronezh,Stavropol,$10.69
88-2543219,Guise,F,Rostov-on-Don,Voronezh,$13.79
56-3594553,Tibalt,M,Rostov-on-Don,Voronezh,$6.31
68-6220303,Belson,F,Rostov-on-Don,Voronezh,$7.79
19-2247636,Stitcher,F,Rostov-on-Don,Moscow,$5.45
69-8913548,Gillopp,M,Rostov-on-Don,Rostov-on-Don,$5.01
05-1062946,Washbrook,M,Stavropol,Voronezh,$14.62
51-3496615,Hamberstone,F,Voronezh,Voronezh,$13.08
82-3786042,O'Grogane,M,Rostov-on-Don,Voronezh,$12.97
80-0443366,Eley,M,Voronezh,Voronezh,$5.44
14-5214400,Faye,F,Moscow,Moscow,$8.37
01-8093764,Richardot,F,Voronezh,Stavropol,$8.76
52-6739275,Robart,M,Voronezh,Moscow,$8.75
13-1849974,Albrook,F,Stavropol,Stavropol,$6.89
70-8055510,Samber,F,Stavropol,Voronezh,$12.41
71-0006620,Drinan,M,Voronezh,Rostov-on-Don,$7.47
08-1935191,Hostan,F,Voronezh,Stavropol,$8.84
04-2776502,Sunderland,F,Voronezh,Rostov-on-Don,$14.92
42-9909543,Castaner,F,Voronezh,Stavropol,$14.08
05-0149964,Ferschke,F,Rostov-on-Don,Moscow,$7.07
12-0289357,Schmidt,F,Rostov-on-Don,Rostov-on-Don,$11.33
93-1044265,Dufaur,F,Moscow,Stavropol,$5.54
72-1340773,Chellingworth,F,Rostov-on-Don,Moscow,$7.23
75-3825034,Jezzard,M,Voronezh,Rostov-on-Don,$6.69
78-0929638,Rubenfeld,M,Moscow,Rostov-on-Don,$8.01
98-6201853,Berrey,M,Rostov-on-Don,Rostov-on-Don,$10.24
41-6003610,Gazey,F,Moscow,Rostov-on-Don,$7.41
06-9335259,Coke,F,Rostov-on-Don,Rostov-on-Don,$7.44
09-9159132,Matisse,M,Stavropol,Stavropol,$8.66
66-2820472,Nyssens,F,Moscow,Moscow,$7.76
01-7801827,Van Dale,F,Stavropol,Moscow,$5.04
27-4814653,Tows,F,Moscow,Stavropol,$8.40
65-6840037,Middlehurst,F,Moscow,Voronezh,$5.24
05-9869246,Mouser,F,Rostov-on-Don,Moscow,$7.97
48-0384996,Sanham,M,Moscow,Rostov-on-Don,$6.80
31-5503032,Orton,M,Stavropol,Voronezh,$13.52
79-7940020,Attarge,M,Stavropol,Voronezh,$9.96
06-1772229,Summerill,M,Stavropol,Stavropol,$5.92
75-6351595,Hackinge,F,Rostov-on-Don,Rostov-on-Don,$5.75
72-8525086,Hackworth,M,Stavropol,Voronezh,$5.20
35-2620893,Fealey,M,Voronezh,Moscow,$14.42
77-6251213,Clegg,M,Voronezh,Voronezh,$8.42
88-9026646,Childe,F,Moscow,Rostov-on-Don,$13.55
50-5663888,Mollon,F,Voronezh,Stavropol,$6.32
78-1845871,Summers,M,Stavropol,Stavropol,$5.98
10-8075288,Prazer,F,Voronezh,Rostov-on-Don,$9.17
78-9755306,Simper,F,Rostov-on-Don,Moscow,$13.23
28-7655281,Gooding,M,Voronezh,Moscow,$5.05
13-6834397,McGeachey,M,Voronezh,Voronezh,$6.51
83-8111893,Billany,M,Voronezh,Stavropol,$13.25
38-4881734,Undrell,M,Moscow,Rostov-on-Don,$8.90
62-3818887,Kenwyn,M,Stavropol,Rostov-on-Don,$12.91
32-6546388,Geator,M,Stavropol,Rostov-on-Don,$11.68
70-7047906,Clemenceau,F,Stavropol,Rostov-on-Don,$10.58
09-7270188,Raleston,F,Rostov-on-Don,Voronezh,$8.02
79-6535984,Pranger,F,Rostov-on-Don,Voronezh,$9.36
95-5102928,Bettley,M,Voronezh,Moscow,$10.99
22-7413034,Hember,F,Rostov-on-Don,Moscow,$12.10
42-0897228,Camilletti,F,Voronezh,Voronezh,$6.91
15-2348456,Porrett,M,Voronezh,Rostov-on-Don,$14.04
30-1754332,Leuchars,M,Moscow,Moscow,$5.97
87-6378187,Campanelli,F,Voronezh,Stavropol,$8.41
28-4898881,Uttridge,F,Rostov-on-Don,Stavropol,$11.93
52-2993308,Lacroutz,M,Voronezh,Rostov-on-Don,$12.05
26-6948512,Jindacek,M,Moscow,Moscow,$14.30
37-5182214,Aidler,M,Moscow,Voronezh,$10.41
18-2433752,Brosch,F,Voronezh,Stavropol,$9.60
77-9400538,Hawlgarth,F,Voronezh,Rostov-on-Don,$10.49
10-6259803,Hanwright,M,Stavropol,Stavropol,$7.05
82-6650537,Epp,M,Rostov-on-Don,Moscow,$9.35
49-9023518,Muddiman,F,Rostov-on-Don,Stavropol,$14.93
48-4078911,Bynold,M,Voronezh,Moscow,$5.56
31-3281549,Tomsu,M,Moscow,Voronezh,$10.69
27-8523186,Osipov,M,Rostov-on-Don,Moscow,$10.93
96-2566393,Girard,M,Voronezh,Stavropol,$14.23
65-5172851,Armatys,F,Moscow,Moscow,$7.78
53-7720522,Very,F,Moscow,Voronezh,$12.67
55-0661820,Skittrall,M,Voronezh,Voronezh,$10.67
14-4836540,Offa,F,Voronezh,Stavropol,$12.92
41-8448146,Gully,M,Rostov-on-Don,Moscow,$13.02
62-8056194,Wardall,F,Rostov-on-Don,Rostov-on-Don,$11.81
94-6817170,Pinock,F,Moscow,Voronezh,$8.69
78-7549035,Derkes,F,Rostov-on-Don,Voronezh,$5.53
05-4671263,Tenaunt,M,Moscow,Voronezh,$7.81
02-8538312,Geldart,M,Moscow,Voronezh,$5.96
71-9916832,Breese,M,Rostov-on-Don,Moscow,$12.68
79-4989828,Bisatt,M,Voronezh,Rostov-on-Don,$6.53
01-7611544,Blackborne,M,Rostov-on-Don,Moscow,$9.68
41-1212877,Tinmouth,M,Rostov-on-Don,Moscow,$14.30
70-6202551,Christy,M,Stavropol,Rostov-on-Don,$12.83
50-5538765,Banger,M,Rostov-on-Don,Moscow,$14.70
75-2639230,Alvarado,F,Moscow,Moscow,$14.37
02-9012294,Kepe,F,Stavropol,Voronezh,$6.53
94-3377557,Essame,F,Stavropol,Stavropol,$12.37
78-5890923,Najera,F,Stavropol,Moscow,$14.57
52-5727684,Pratley,F,Moscow,Moscow,$7.02
80-9366885,Kilduff,M,Stavropol,Voronezh,$9.73
32-4197290,Duckers,M,Rostov-on-Don,Voronezh,$11.47
06-5022806,Alvarado,M,Moscow,Moscow,$5.59
54-4272111,Malcolmson,M,Stavropol,Rostov-on-Don,$11.17
20-0767464,Gledstane,M,Voronezh,Stavropol,$11.59
79-2037618,Pym,F,Rostov-on-Don,Rostov-on-Don,$14.28
41-9715732,Paulet,M,Moscow,Stavropol,$6.74
59-3900995,Harbert,F,Moscow,Rostov-on-Don,$5.08
20-1665667,Aimable,F,Rostov-on-Don,Moscow,$10.13
30-9322268,Penzer,F,Voronezh,Rostov-on-Don,$10.17
64-1002974,Cavalier,F,Moscow,Voronezh,$5.44
28-4840854,Gegay,M,Rostov-on-Don,Stavropol,$5.87
14-1914246,Lally,F,Moscow,Rostov-on-Don,$8.86
28-0644317,Birch,F,Rostov-on-Don,Stavropol,$9.49
76-9611068,Faughnan,M,Moscow,Moscow,$6.97
56-5705117,Dunbar,F,Stavropol,Rostov-on-Don,$7.22
31-2127953,Baynon,M,Stavropol,Moscow,$6.18
76-0425499,Besset,F,Moscow,Voronezh,$7.12
48-2232436,Bradd,M,Stavropol,Voronezh,$11.69
27-0047420,Atterbury,F,Stavropol,Voronezh,$11.08
12-8724061,Grzelczyk,F,Stavropol,Rostov-on-Don,$12.33
87-1611219,Bester,M,Rostov-on-Don,Stavropol,$14.79
93-7409836,Stichall,F,Rostov-on-Don,Moscow,$9.57
18-6883839,Whitter,M,Stavropol,Stavropol,$13.50
99-3766704,Giorgetti,M,Stavropol,Rostov-on-Don,$7.87
08-8838874,Woehler,F,Voronezh,Stavropol,$7.25
22-8089596,Demogeot,M,Moscow,Moscow,$13.45
89-2146765,Turneux,F,Rostov-on-Don,Rostov-on-Don,$10.25
88-7226188,Cameron,M,Rostov-on-Don,Stavropol,$6.94
36-9396894,Paffley,M,Moscow,Rostov-on-Don,$7.89
06-0829749,Goshawk,F,Moscow,Rostov-on-Don,$6.68
64-3844198,Schindler,F,Moscow,Rostov-on-Don,$10.81
16-4240993,Orrocks,F,Moscow,Voronezh,$11.61
96-5197218,Robertacci,F,Moscow,Voronezh,$8.69
47-0519367,Weatherburn,M,Rostov-on-Don,Rostov-on-Don,$10.80
17-3196388,Darington,M,Stavropol,Voronezh,$7.26
60-9994568,Shergill,F,Voronezh,Voronezh,$14.22
56-0001163,Cesconi,M,Moscow,Rostov-on-Don,$6.25
36-4287577,Pagan,M,Moscow,Voronezh,$8.85
53-0359681,Dand,F,Moscow,Rostov-on-Don,$7.30
66-3757968,Vasilischev,M,Rostov-on-Don,Stavropol,$6.80
12-7178581,Deason,F,Voronezh,Moscow,$5.50
86-2381712,Tanzer,F,Voronezh,Stavropol,$5.48
19-0714573,Tompkins,M,Voronezh,Moscow,$13.83
36-0252461,Hainning,M,Stavropol,Rostov-on-Don,$6.89
44-5706928,Gianulli,F,Moscow,Stavropol,$14.92
47-9434539,Gabbot,F,Moscow,Moscow,$13.54
25-9905197,Tuny,M,Voronezh,Moscow,$13.09
00-3181674,Pennock,M,Voronezh,Voronezh,$12.87
49-6181409,Spritt,F,Stavropol,Rostov-on-Don,$13.09
18-0625505,Ladel,F,Rostov-on-Don,Voronezh,$7.44
64-2490387,Twinbourne,M,Stavropol,Rostov-on-Don,$14.42
68-2167310,Monard,M,Voronezh,Rostov-on-Don,$14.49
90-2836932,Bedbrough,M,Rostov-on-Don,Voronezh,$8.06
19-3837219,Biernat,M,Rostov-on-Don,Stavropol,$8.23
02-1183531,McCurtain,F,Voronezh,Stavropol,$12.89
74-1401754,Sargison,F,Stavropol,Moscow,$5.53
33-8025883,Matley,F,Voronezh,Moscow,$6.41
09-7123080,Wingatt,F,Rostov-on-Don,Moscow,$11.81
97-5207700,Keilloh,M,Rostov-on-Don,Voronezh,$13.99
51-3973551,Veregan,F,Moscow,Rostov-on-Don,$5.23
23-9476978,Gerhts,M,Moscow,Rostov-on-Don,$8.12
15-1539255,Amiss,M,Moscow,Stavropol,$6.98
44-6829372,Brothers,M,Stavropol,Voronezh,$12.89
09-4078532,Bagenal,M,Stavropol,Stavropol,$7.23
43-0321115,Biagini,M,Rostov-on-Don,Stavropol,$12.31
69-9035135,McClinton,F,Stavropol,Voronezh,$11.33
87-2347254,Beenham,M,Moscow,Voronezh,$7.84
42-0836557,Gaunson,M,Moscow,Stavropol,$12.96
53-0145364,Beardshall,F,Voronezh,Rostov-on-Don,$7.95
45-3389280,Waldren,F,Voronezh,Voronezh,$14.04
15-7210872,Parkyns,M,Voronezh,Stavropol,$8.14
31-4346086,Billing,F,Voronezh,Rostov-on-Don,$6.89
09-8085688,Ping,F,Stavropol,Stavropol,$9.69
27-0033578,Brandin,M,Voronezh,Rostov-on-Don,$6.81
19-9120690,Dursley,M,Moscow,Moscow,$8.13
27-3031437,Kleinfeld,M,Stavropol,Voronezh,$5.01
60-9437316,Stoke,M,Stavropol,Voronezh,$8.35
93-9564372,Douglass,F,Rostov-on-Don,Moscow,$10.02
89-6090343,Minear,F,Voronezh,Stavropol,$11.35
51-3950095,Basford,M,Rostov-on-Don,Rostov-on-Don,$6.90
29-3173999,Scrauniage,M,Moscow,Stavropol,$7.00
23-8597103,Quinton,F,Stavropol,Moscow,$13.99
43-0906139,Elgee,F,Stavropol,Moscow,$6.32
50-2424298,Dollin,F,Stavropol,Rostov-on-Don,$11.62
57-2021961,Ramirez,F,Voronezh,Voronezh,$11.99
43-7504784,Croyser,M,Rostov-on-Don,Rostov-on-Don,$11.65
79-1890738,Pletts,F,Moscow,Moscow,$12.74
79-6565639,Kilgannon,F,Moscow,Stavropol,$7.46
61-3056731,Phillips,M,Rostov-on-Don,Stavropol,$8.35
33-8968097,Cadge,F,Stavropol,Stavropol,$14.48
55-0409339,Merioth,M,Stavropol,Stavropol,$14.88
65-3053242,Gabbatt,F,Rostov-on-Don,Stavropol,$8.61
34-8912650,Gurney,F,Voronezh,Voronezh,$14.49
00-9015143,McKane,M,Voronezh,Stavropol,$8.94
29-8575035,Tale,M,Rostov-on-Don,Stavropol,$9.50
53-4925769,Beevors,F,Rostov-on-Don,Voronezh,$12.89
23-6257813,Enric,F,Moscow,Rostov-on-Don,$14.89
15-3690777,Larner,M,Rostov-on-Don,Moscow,$10.37
92-4548969,Symms,M,Rostov-on-Don,Voronezh,$13.84
61-6477938,Hek,M,Rostov-on-Don,Rostov-on-Don,$14.73
